学科,年级,册次,章节,课程名称,钩子确认版,标签确认版,学名确认版,url确认版,压图后封面url二次确认,备注问题,去内容标签新封面url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
数学,六年级,下册,比例,比例尺（2）,图距实距怎么换？,【六年级】★【破解技巧】,比例尺2,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_2c9733eceff325135d53d939fa57e010.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/52d83da74aa34c48b0f5bb574c10116a.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
数学,六年级,下册,比例,比例的基本性质,内外项积相等？,【六年级】★【概念透视】,比例性质,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_ea68ee9e43a61aa546a258c28bebfb32.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/5c3a07a5681f42c48d482c3363a6838f.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
数学,六年级,下册,比例,比例的意义,两比相等成比例？,【六年级】★【应试核心】,比例意义,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_75734f3bb9d182973f277cc866a9df1d.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/2066a54e93b349648c9f98ec9ff5b430.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
数学,六年级,下册,比例,用比例解决问题（2）,归一vs归总？,【六年级】★【中考必会】,比例解决问题,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_08cfc977e2bcc0fb9fdce1cd1d99756b.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/b03a49bee85447f0b3500867c5634525.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
数学,六年级,下册,比例,解比例,未知数在比例里？,【六年级】★【高频考点】,解比例,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_6ebb011f21786b3f4648658387f2de91.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/b70ddffbf31e4a2fa2f669ef33620a34.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
数学,六年级,下册,百分数（二）,生活与百分数,出勤合格率怎算？,【六年级】★【应试核心】,生活百分数,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_af682246717ea9059c2b9d228583f283.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/3bc5b7d1fa1746618be25353397cbcaa.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
数学,六年级,下册,百分数（二）,认识利率,单利复利的区别,【六年级】★【高频考点】,认识利率,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_22ab4a249b8f36aa6e84c3d8b08e0ba2.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/40837f6503ff494eb6f7f64ad44a35d8.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
数学,六年级,下册,百分数（二）,认识成数,增产两成是多少？,【六年级】★【高频考点】,认识成数,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_e0127703a7f81ea56db99440e447e984.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/56e6c216d0cf4013bf3da5827393f3e6.jpg,标签字压底图主体,https://cdn-private.sm.cn/souti-imgs-lasting/01286117f1a74146bf1dcaba426b6f9f.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
数学,六年级,下册,百分数（二）,认识折扣,"""打折""背后的减法",【六年级】★【高频考点】,认识折扣,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_5e85448535d0e4e9483448ff4b7f7acf.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/b68152c765ad440da23dc1aeb9238e47.jpg,标签字压底图主体,https://cdn-private.sm.cn/souti-imgs-lasting/f01cad867329446a815248c83b917a0d.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
数学,六年级,下册,百分数（二）,认识税率,工资条里的所得税,【六年级】★【中考必会】,认识税率,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_d3b7e3dfb7120d2c05674e64ea1efd64.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/f58a24cd8373428f993ef3b85f3fc8f4.jpg,标签字压底图主体,https://cdn-private.sm.cn/souti-imgs-lasting/e6af4fbf0d894e169f2bca1416420cd3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
数学,六年级,下册,百分数（二）,购物中的促销问题,满减，折扣，返现哪个划算？,【六年级】★【思维进阶】,促销划算,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_cf9bbf1810e04a5b563d04aa0eb57185.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/a35226f549ee4646a7f2bef62c2a41a5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
数学,六年级,下册,自行车里的数学,数学实践：自行车里的数学,蹬一圈能走多远？,【六年级】★【高频考点】,自行车数学,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_45a6e6697e1fcd62f122185cc1aa613b.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/d86bbc987aa849d8a5c3a1f35cb65543.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
数学,六年级,下册,负数,在直线上表示数,数轴正负平衡木,【六年级】★【中考必会】,直线表示数,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_48c464add4857c30b120a80acc688834.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/052031dbe226424da7405b7e05a1ba8d.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
数学,六年级,下册,负数,生活中的负数,地上地下的数学,【六年级】★【破解技巧】,生活负数,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_37456f9dca78fa72777b21abdd615def.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/bdc8c262abd64e85bd65d02a2d8c358b.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,"""一问三不知""中的""三不知""指的是？ A. 不知道、不清楚、不了解 B. 不知事情的开始、经过、结果 C. 不知天文、地理、人事 D. 不知过去、现在、未来","""三不知""指什么？",【妙题高招】★【冷知识揭秘】,三不知由来,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_8426ce73f034cc455fbc70e0305eac97.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/ea2d5ee1c1de483285ec7df5fd2abb43.jpg,标签字压底图主体,https://cdn-private.sm.cn/souti-imgs-lasting/60b45b9fab77412ca029adf7c381c6b6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,"""买东西""为什么不叫""买南北""? A. 东西比南北好听 B. 五行中东属木、西属金可装入篮中，南属火、北属水不可 C. 古代市场在东西方向 D. B和C都有此说法","为何不叫""买南北""？",【妙题高招】★【字源揭秘】,买东西由来,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_402cee5244d3926f3ff4d4ce50960393.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/7a4a1af0cd414bdb9eb37ef3a1b84da8.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,"""人不为己，天诛地灭""中""为""的正确读音和含义是？ A. wèi，为了自己 B. wéi，修为/修养自己 C. wèi，保护自己 D. wéi，做自己","""为""读什么才对？",【妙题高招】★【字源揭秘】,为字读音,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_71820aef605f6f06431814860ff2f5ae.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/638708605f7f4a97991d2e3bd75008f2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,"""赶鸭子上架""为什么用鸭子而不是鸡? A. 鸭子比鸡笨 B. 鸭子脚蹼不适合抓握，无法上架 C. 鸭子太重 D. 鸭子不听话",为何用鸭不用鸡？,【妙题高招】★【冷知识揭秘】,鸭子上架,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_0f739022e0df4420facdd098ebbbef56.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/b14247ac73de478087bba432c7da540b.jpg,标签字压底图主体,https://cdn-private.sm.cn/souti-imgs-lasting/3b93ffa72d674dc499575d7d535474a2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,$$\bigcirc \div 4 = \bigcirc - 39$$ ，求 $$\bigcirc$$,读懂未知数,【妙题高招】★【巧算思维】,奇怪等式求○,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_275ce7c431699c9c54e3dd94adec016a.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/22c7e1d5517442e390a606247f9de4bb.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,$$\frac{a}{3} = \frac{b}{4} = \frac{c}{5} = \frac{2025}{2026}$$  $$\frac{a+b+c}{a+b-c} = \underline{\quad\quad\quad}?$$,连比里的求值,【妙题高招】★【巧算思维】,连比求值,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_b767694bc56b4fac01ef59460274b475.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/f4d616590b0d4e17bd265a70b6f9a269.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,$1\times2\times3\times4\times\cdots\times2026$ 的结果末尾有多少个连续的0？,2026!末尾几个0？,【妙题高招】★【巧算思维】,阶乘末尾0,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_e18799661375cb285a995ccfa52d365f.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/bb63a4f230cf496d9b41a3863adb3614.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,$a^2 + 25 = 5a$  求：$a^3 =$ ______,二次式求三次方？,【妙题高招】★【巧算思维】,方程求三次方,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_35d04e0a67ac2065e35f45508867d545.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/a2f5e17837304ca19f2d92df73c8562f.jpg,标签字压底图主体,https://cdn-private.sm.cn/souti-imgs-lasting/d92eb0cbcd82474090f3ea7493023825.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,"1932年，清华大学招生试题中有一道对对子题，上联""孙行者""，下面下联中最合适的是： A. 祖冲之 B. 周作人 C. 郁达夫 D. 唐三藏",孙行者下联是？,【妙题高招】★【历史趣闻】,孙行者对联,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_4bddf1977a38c3c637624f6305710f1d.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/4a08698c986943e68db3fb29ce411727.jpg,标签字压底图主体,https://cdn-private.sm.cn/souti-imgs-lasting/1532dba988144971bf89b72cd6a4daa7.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,22本书轮流拿，每次拿1-5本，保证最后一次是你拿的必胜策略！,拿书必胜的窍门,【妙题高招】★【冷知识揭秘】,22本书必胜,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_4e9078b341a5b9523dc224041cb86f0a.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/7472ebd43d3546859ff261c87c9266dc.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,5×7巧克力全部掰成1×1小块，到底要掰几下？,35块要掰几下？,【妙题高招】★【巧算思维】,巧克力掰几下,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_b3e2d27c84e9827d1967b7900dc452af.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/753673b90e1f470aa41ed03385f9254f.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,“三寸不烂之舌”指的是谁？ A. 管仲 B. 毛遂 C. 诸葛亮 D. 苏秦,"""三寸不烂""指谁？",【妙题高招】★【历史趣闻】,三寸不烂之舌,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_22b55618990625f8bbc49b582d390493.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/9809b34908ab4887991fca05ae0ce649.jpg,标签字压底图主体,https://cdn-private.sm.cn/souti-imgs-lasting/d1d6ac3737e748f681287e11d456f297.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,“冬天麦盖三层被，来年枕着馒头睡”描述的是哪种天气的积极作用 A. 降雪  B. 霜冻,"""麦盖三层被""是什么意思？",【妙题高招】★【冷知识揭秘】,麦盖三层被,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_9c64c53609fd91d91019ea57f1dc82ea.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/8fdc636e1856487a96f78ea0be61d741.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,“十八般武艺”最初指的是什么？ A. 使用十八种兵器的技能 B. 十八种武术动作 C. 十八种武功 D. 十八个武林人物,"""十八般""最初指什么？",【妙题高招】★【历史趣闻】,十八般武艺,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_a960c879f1ed963e1365a2af2c8cb978.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/0c6c00259c1449f48947434de37b8529.jpg,标签字压底图主体,https://cdn-private.sm.cn/souti-imgs-lasting/2e5727647eba40cd9a681e4c5d397533.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,“舍不得孩子套不住狼”中孩子原本指？ A. 猎物 B. 小红帽 C. 鞋子 D. 小孩,"""孩子""本指什么？",【妙题高招】★【字源揭秘】,孩子套狼,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_2628cc49f56b83119e77d568fe30c32c.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/c7a7299bd5c44f3788aba0157d448f4f.jpg,标签字压底图主体,https://cdn-private.sm.cn/souti-imgs-lasting/6deb61bc54ac48ef9067789c8da524a3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,《过零丁洋》里，“干戈寥落四周星”中的“四周星”指的是（ ）。 A. 四年的时光 B. 四周的天空 C. 四面的星星 D. 四边的流星,"""四周星""是什么？",【妙题高招】★【字源揭秘】,干戈寥落,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_163c193b3990be0a53d3f0317f122280.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/80c15460935141499a8d94e7706f053e.jpg,标签字压底图主体,https://cdn-private.sm.cn/souti-imgs-lasting/b068e07d9e354bb898196751e0181363.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,一个字盯久了就不认识了？,字盯久会陌生？,【妙题高招】★【巧算思维】,字陌生症,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_e96de72f3e1927a50bf8a0ca5607b07d.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/2669b306c4ee432fbc39b4805ddf1b7f.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,一个数，在末尾添加一个0后， 比原数增加了18234，那原数是？,末尾添0增18234,【妙题高招】★【巧算思维】,末尾加0求原,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_1de7716db5b625e847b232ffe39c836d.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/daebe12d60024332ab539d50652061c5.jpg,标签字压底图主体,https://cdn-private.sm.cn/souti-imgs-lasting/47bfb7ce9dee4b23a7162df8112ea674.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,一只烤鸭，甲买差60元，乙买差45元，丙买差40元，三个人一共140元，烤鸭多少钱？,三人凑钱买烤鸭,【妙题高招】★【巧算思维】,烤鸭凑钱,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_eba0a4c71ed10454648893f9f1275c16.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/0e7502a63a514cf48007d9cca75ded3c.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,一张纸对折42次后，厚度大约有多少？ A. 大约1米高 B. 大约一栋楼高（30米） C. 大约珠穆朗玛峰那么高 D. 大约从地球到月球的距离,对折42次有多高？,【妙题高招】★【历史趣闻】,纸对折42次,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_29d46c84e78e064b0b4d48c37fc93900.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/1fc30c3214d84c7aad5e5171357de0a9.jpg,标签字压底图主体,https://cdn-private.sm.cn/souti-imgs-lasting/d4ce4928073448f1936cddfe962eeb9b.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,一条裙子进价50元，卖70元，收了一百元假币。 问：老板赔了多少钱？,老板赔了多少？,【妙题高招】★【巧算思维】,假币赔本,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_373ae9681155c1d702413908635cf81d.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/e10a87c6f04f4a1a8bb86c5fd0318d70.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,三张卡片分别写着2、1、6，能排成被43整除的整数吗？,三牌整除43,【妙题高招】★【巧算思维】,三牌整除43,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_60672912eeb7d3d76c0904f74d817002.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/473ae2d76c8a4a3baa1cae8c6ff0f114.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,两数之和是78，两数之差是14， 这两个数是多少？,读懂和差,【妙题高招】★【巧算思维】,和差求数,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_60a0ecb2b9d705733b36b07d65c27476.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/a21e157f3f6249b8994bda59c58422f2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,中心重叠的正方形，总面积怎么算？,重叠面积怎么算？,【妙题高招】★【巧算思维】,重叠面积,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_187cc19e47c6f8bf19ba9931a0998925.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/8e78758372dd466abf1c1d1bce6828cf.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,为什么冰块会浮在水面上？,冰为什么浮水面？,【妙题高招】★【巧算思维】,冰浮水面,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_dda2edfa454bbd072c739b873ab5f867.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/787a0da6d87e4e62a00b43b68ed24996.jpg,标签字压底图主体,https://cdn-private.sm.cn/souti-imgs-lasting/ba77c6d83ee64b6c882eeaf87909c67c.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,为什么叫“房东”不叫“房西”（ ）？ A. 最早出租房子的人姓东 B. 原为“房董”后讹误 C. 古代房屋主人都住东边屋子 D. 因为“房西”不顺口,"为何不叫""房西""？",【妙题高招】★【字源揭秘】,房东由来,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_08cf8d78e985dea054510f5f7661f2ed.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/8841d1e568b84ebf867d79f023dca6da.jpg,标签字压底图主体,https://cdn-private.sm.cn/souti-imgs-lasting/7445b55ba0f14f4dace275330bfb3494.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,为什么用“学富五车”形容饱学之士？ A. 五车竹简书指很多书 B. 五车是古代很有学问的一人 C. 一个人写的书有五辆车那么大,"为何""学富五车""？",【妙题高招】★【字源揭秘】,学富五车,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_d679bd0df2c2500da68f6f8eb22987d9.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/67c7863ffa1a43f5abbcb88dea9a80fc.jpg,标签字压底图主体,https://cdn-private.sm.cn/souti-imgs-lasting/62db76d39bde49bbbb7a82481a101d74.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,为什么非洲人头发都卷卷的？,非洲人为什么卷发？,【妙题高招】★【冷知识揭秘】,卷发由来,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_6ee2bae57388a785aa7e6b16c12f411d.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/3647251f3b63458c9befdb2fcf8cd4f8.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,为什么鸡会吃沙粒？,鸡为何要吃沙粒？,【妙题高招】★【冷知识揭秘】,鸡吃沙粒,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_10a4097b5c06f06af0b47e0383daa12c.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/3f1062d8ec0e4787b0d9102f597d7fef.jpg,标签字压底图主体,https://cdn-private.sm.cn/souti-imgs-lasting/fffab51de88e4b8b9d958415c21c915c.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,人不能看到空气，鱼能看到水吗？,鱼能看到水？,【妙题高招】★【冷知识揭秘】,鱼看水,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_5e20aa4ee2ce15950f70723a7167ebf3.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/48cb073f257847fe9d22b266aea55d41.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,人在空腹时不宜吃（） A. 草莓 B. 香蕉 C. 橙子 D. 苹果,空腹不宜吃什么？,【妙题高招】★【冷知识揭秘】,空腹不宜,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_1c36b3a0dd1bc6ab8ecb511845225c40.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/7d8ac7636a4c4213b83cf1449ac0e6e6.jpg,标签字压底图主体,https://cdn-private.sm.cn/souti-imgs-lasting/fb592fd7acb84b559ca1dddf06cbb654.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,什么情况下5大于0，0大于2，2大于5？,反逻辑的大小？,【妙题高招】★【巧算思维】,反逻辑大小,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_6478e62cf137db5ec7caee938100d73d.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/99f54c3b0b63470bb17fb191a38d1f4f.jpg,标签字压底图主体,https://cdn-private.sm.cn/souti-imgs-lasting/4d7e026d09b84b4d8bf7e9e5add43dc5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,价格陷阱：先涨价10%， 又降价10%。 亏了吗？,涨跌10%亏了吗？,【妙题高招】★【冷知识揭秘】,价格陷阱,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_6a9864d6fb4cf69b4382ea4c6cd915f5.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/bfe731c581eb4bb69ba59fc35bc90439.jpg,标签字压底图主体,https://cdn-private.sm.cn/souti-imgs-lasting/78694746c66741cc9b837827fde69997.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,你在理发店剪掉的头发，最后都去了哪里？真会被用来做酱油吗？,头发去哪了？,【妙题高招】★【冷知识揭秘】,头发去向,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_58b6f42cb93d534dadd847f1e1d701b9.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/2dfa77efeb6b46efb4759a4ad3fcc3b7.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,古代有没有身份证？,古代有身份证？,【妙题高招】★【冷知识揭秘】,古代身份证,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_0f4e6386404b2c1e04961f03a85f4f8d.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/7a498f2dc51846fa93c8e75dbb79e414.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,吸人血的公蚊子还是母蚊子？,吸血蚊子是公还是母？,【妙题高招】★【冷知识揭秘】,蚊子公母,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_d5793c9d88d81375eadbb647dfcd97b5.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/6d3fc7387503453da6f6a6255b36bd3b.jpg,标签字压底图主体,https://cdn-private.sm.cn/souti-imgs-lasting/4e0b77ad476e4f0097bec2ca28bcc2ce.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,哪种动物是海洋中的“歌唱家”，以歌声吸引伴侣? A. 海豚 B. 海狮 C. 座头鲸 D. 海龟,"谁是海洋""歌唱家""？",【妙题高招】★【冷知识揭秘】,海洋歌唱家,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_5b7c9f405c440aeb27475fd3483db12e.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/7ea2ada159d54236ae58bc4f5effe046.jpg,标签字压底图主体,https://cdn-private.sm.cn/souti-imgs-lasting/8cb721aa24ac4911a472f819d1a9691b.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,哪种鱼以其改变性别的能力而闻名？ A. 蛙鱼  B. 海马 C. 金鱼  D. 小丑鱼,哪种鱼能变性？,【妙题高招】★【冷知识揭秘】,改性别鱼,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_21399cedeb032bd5192494d1bd306f8c.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/1f46a14b107748169866d855f2d33dd1.jpg,标签字压底图主体,https://cdn-private.sm.cn/souti-imgs-lasting/24febfc312a84e4c929514793da936ca.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,在水中漂浮的母鸡下了个蛋，鸡蛋沉底后水面是升是降还是不变？,水中下蛋水位变？,【妙题高招】★【冷知识揭秘】,水中下蛋,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_ab6734169a22ec19e2e63e66bb4cc5c3.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/31bd5e3e2f854c58a92dc2ade136070e.jpg,标签字压底图主体,https://cdn-private.sm.cn/souti-imgs-lasting/70b79ee7a19a445c980e445432e08eb8.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,奇怪，消失的1元钱去哪了？,消失的1元钱？,【妙题高招】★【冷知识揭秘】,消失1元钱,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_5b6f8b20273e9794596adcc082853151.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/7e5fe01e0c804ae7829e5aa440c4edc7.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,如果倒立喝水，会（ ） A. 喝不进去 B. 水从鼻子中流出 C. 和站着喝水一样 D. 水从口中流出,倒立喝水会怎样？,【妙题高招】★【冷知识揭秘】,倒立喝水,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_9f09816b6bdd25de1559913046d35ea0.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/9d9b66a61d084068b935b7857b5282c1.jpg,标签字压底图主体,https://cdn-private.sm.cn/souti-imgs-lasting/1155bd7b3f77488caae86c71c8760930.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,如果有人训练了一只会偷东西的狗，狗去偷东西人算违法吗？,狗偷东西为什么是人违法？,【妙题高招】★【冷知识揭秘】,狗偷东西,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_b710e55767ea8068a635088b8d92fd6d.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/87d42ae2944447aa8fdde55d994f5b14.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙题高招,,,,如果水果也有眼睛，那么什么水果视力最差？,什么水果视力最差？,【妙题高招】★【冷知识揭秘】,水果视力,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_451dc4276465089cd1c8db00905d8205.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/21e062cec75245baa9f77917413ae9d1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
